CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Antiquity_months,Total_count_products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,debt,Open_To_Buy,Total_Trans_Amt,Total_AmtTrans_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
769035933,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,48,5,3,2,4597,1316,3281,3507,0.646,68,0.511,0.286
813182658,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,44,4,2,3,1656,929,727,4408,0.898,79,0.681,0.561
781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,23,5,3,2,3279,0,3279,5048,0.765,75,0.923,0
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,6,2,3,2578,1590,988,4683,0.657,89,0.618,0.617
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068,0,4068,5161,1.121,83,0.766,0
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128,528,1600,2289,0.525,41,0.414,0.248
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704,2262,442,2362,0.87,39,0.444,0.837
789392883,Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,29,4,1,0,1878,1247,631,4650,0.67,71,0.614,0.664
803805483,Existing Customer,46,F,3,College,Married,Unknown,Blue,40,3,3,3,10600,0,10600,4697,0.777,67,0.523,0
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909,0,9909,1844,0.466,41,0.64,0
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,50,3,2,3,1665,983,682,4420,0.889,86,0.72,0.59
708949908,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,1656,2073,0.626,44,0.833,0
711907083,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,3,4,14111,1034,13077,2950,0.505,64,0.684,0.073
718696458,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,4,2,3,2012,1230,782,3822,0.668,68,0.659,0.611
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,1,2837,1807,1030,4279,0.609,83,0.627,0.637
721511883,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,1709,0,1709,4981,0.685,79,0.975,0
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,5,2,1,5714,868,4846,4331,0.636,85,0.7,0.152
720193533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071,1043,4028,3358,0.667,62,0.722,0.206
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028,0,24028,3531,0.496,73,0.738,0
719545983,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13,5,3,3,13882,0,13882,4798,0.87,82,0.822,0
716494383,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,41,3,2,2,3585,931,2654,4399,0.62,78,0.733,0.26
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,2126,6998,4564,0.449,65,0.548,0.233
709098108,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,4,2,2,2705,0,2705,4749,0.736,80,0.778,0
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,1101,835,4578,0.984,70,0.892,0.569
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,3,8051,2138,5913,4370,0.716,83,0.886,0.266
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,3635,1617,2018,4045,0.828,62,1.067,0.445
716236683,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,37,4,2,2,2532,1487,1045,4143,0.581,71,1.029,0.587
771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028,0,2028,4030,0.823,78,0.733,0
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,4304,1788,0.183,36,0.091,0
710595783,Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue,39,4,1,2,6644,2082,4562,4659,0.915,76,0.854,0.313
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,3,1830,650,1180,4838,0.724,71,0.972,0.355
721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,3,7607,2170,5437,4495,0.377,77,0.674,0.285
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,2060,1976,0.251,44,0.257,0
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,2,1438.3,906,532.3,4457,0.541,84,0.714,0.63
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3,3,3126,1503,1623,3662,0.892,74,0.644,0.481
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885,1611,5274,3804,0.955,67,0.861,0.234
796931508,Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871,0,1871,2593,0.73,48,0.548,0
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787,1761,1026,4358,0.67,89,0.648,0.632
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,389,4097,0.727,70,0.707,0.792
714287583,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,1438.3,0,1438.3,1852,0.372,38,0.31,0
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,0,2473,2133,0.547,44,0.419,0
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,2,4640,1555,3085,3870,0.78,70,0.707,0.335
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,2712,2411,301,5201,0.844,82,0.907,0.889
714031083,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869,0,8869,1935,0.413,40,0.429,0
772442883,Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853,696,3157,2443,0.882,38,0.583,0.181
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,4,2,3,1438.3,721,717.3,4606,0.601,86,0.955,0.501
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2,3,14409,511,13898,2351,0.799,39,0.3,0.035
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,1665,2748,1.01,40,0.333,0
718586133,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,1,3,2639,0,2639,4892,0.892,85,0.771,0
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,6,1,1,2338,1566,772,3964,0.533,69,0.5,0.67
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774,1362,1412,4802,0.866,91,0.685,0.491
717903108,Existing Customer,57,F,1,College,Single,Unknown,Blue,46,6,1,1,4283,488,3795,4689,0.865,65,0.477,0.114
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,2613,0.857,50,0.724,0.402
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,3,2317,1301,1016,4161,0.925,71,1.219,0.562
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2,1,2239,1340,899,4540,0.658,73,0.587,0.598
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,3,2225,0,2225,4917,1.06,84,0.75,0
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2,3,1519,1148,371,4927,0.767,73,0.738,0.756
708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,36,4,2,3,5495,2200,3295,5125,0.696,85,0.771,0.4
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141,1176,965,4317,0.746,64,0.778,0.549
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2,2616,1786,830,5219,0.876,63,0.75,0.683
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1,1,5494,1356,4138,3566,0.463,81,0.884,0.247
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003,1735,268,2343,0.855,42,0.355,0.866
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2,2092,1499,593,4130,0.811,80,1.162,0.717
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3,2,6606,2517,4089,4493,0.825,68,0.659,0.381
715821183,Existing Customer,42,F,4,College,Married,Unknown,Blue,23,3,3,2,7102,0,7102,4083,0.599,68,0.744,0
709487058,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,36,6,2,3,13812,1132,12680,3723,0.699,56,0.867,0.082
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,36,5,3,2,7075,1676,5399,4160,1.268,75,0.667,0.237
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,2,4274,1680,2594,4820,0.78,60,0.765,0.393
817382958,Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,2317,0,2317,4894,0.57,89,0.854,0
712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,642,796.3,1939,0.405,49,0.4,0.446
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888,0,2888,4345,0.717,75,0.786,0
712349808,Existing Customer,44,F,4,College,Single,Unknown,Blue,34,4,1,2,12310,670,11640,4176,0.801,76,0.767,0.054
778780008,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,36,4,3,3,1622,1249,373,4164,0.585,66,0.61,0.77
711430908,Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,0,1438.3,2153,0.685,35,0.346,0
779670783,Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue,23,6,2,2,12559,0,12559,4700,0.715,71,0.511,0
718757808,Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue,46,4,3,3,2929,1287,1642,3875,0.497,67,0.595,0.439
779530908,Attrited Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,31,5,2,4,1438.3,0,1438.3,1897,0.5,58,0.706,0
716389833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,40,4,1,2,2319,1026,1293,4099,0.521,74,0.721,0.442
718469658,Existing Customer,37,F,2,Uneducated,Married,Unknown,Blue,22,4,3,3,7927,996,6931,4094,0.521,85,0.771,0.126
809849358,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,2719,0.707,36,0.44,0
719772258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,30,5,1,3,3642,724,2918,4517,0.68,79,0.837,0.199
809363958,Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,2,3881,0,3881,4177,0.601,66,0.737,0
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,41,6,2,2,6143,1151,4992,4330,0.866,72,0.895,0.187
809846283,Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,37,3,3,0,1438.3,0,1438.3,4154,0.72,78,0.814,0
708427908,Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue,39,6,3,1,2035,1343,692,4643,0.835,86,0.686,0.66
721228308,Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3,3899,0,3899,2182,0.718,40,0.429,0
713374533,Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,43,4,2,2,1981,1082,899,3913,0.584,90,0.731,0.546
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,1920,2548,0.997,46,0.484,0.207
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,3,11964,800,11164,4853,0.954,85,0.848,0.067
708538608,Existing Customer,50,F,4,College,Married,Unknown,Blue,36,6,4,3,3862,0,3862,4058,0.578,81,0.723,0
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,2,33142,0,33142,4347,0.846,63,0.575,0
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver,36,3,4,2,34516,1436,33080,3564,0.688,73,0.825,0.042
789328083,Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,2826,0.862,39,0.625,0
822905058,Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,2732,1746,986,4702,1.028,85,0.771,0.639
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,695,4342,0.721,82,0.783,0.588
716421633,Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3523,3174,0.973,44,0.222,0
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,5773,2024,3749,3732,0.977,71,0.972,0.351
809559933,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,706,3756,2526,0.886,41,0.414,0.158
819979458,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,3976,1789,2187,4419,0.931,75,0.829,0.45
708100533,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,36,3,3,3,2679,2277,402,4943,0.736,85,0.735,0.85
778669608,Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,29,6,3,2,1564,0,1564,5172,1.114,78,0.733,0
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536,728,808,4133,0.604,78,0.529,0.474
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,1196,1179,4087,0.641,66,0.833,0.504
785410158,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,42,4,3,3,2719,0,2719,4172,0.794,65,0.97,0
718596858,Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3,1,3369,2424,945,5220,0.825,78,0.592,0.72
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,1,3173,1713,1460,3797,0.609,75,0.786,0.54
714688833,Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue,36,4,2,2,3139,0,3139,4892,0.728,95,0.827,0
789662283,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,0,2140,2915,0.765,50,0.316,0
712805658,Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,46,4,3,2,2258,0,2258,4803,0.617,72,0.714,0
815598858,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423,1779,644,4035,0.503,74,0.805,0.734
779412783,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,37,4,3,3,2376,1969,407,4301,0.788,79,1.026,0.829
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,2,1690,1459,231,3928,0.667,69,0.643,0.863
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583,0,8583,1794,0.358,31,0.292,0
720768258,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2,1,2996,2147,849,4724,0.503,66,0.737,0.717
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,39,6,3,2,2880,1996,884,4334,0.719,81,0.884,0.693
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516,1426,33090,4814,0.621,71,0.69,0.041
787475433,Existing Customer,36,F,2,Doctorate,Single,Unknown,Blue,23,5,2,3,6966,905,6061,4855,0.755,69,0.5,0.13
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316,1599,9717,2595,0.713,49,0.361,0.141
712241433,Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,30,4,2,1,1438.3,1003,435.3,4247,0.629,84,0.714,0.697
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362,0,11362,3197,0.668,61,0.564,0
719018208,Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210,0,7210,2516,0.769,36,0.8,0
716641983,Existing Customer,55,F,4,College,Single,Unknown,Blue,36,5,3,3,7790,753,7037,4835,0.968,84,0.826,0.097
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,3,1,2023,1587,436,4391,0.647,79,0.837,0.784
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9117,1259,7858,3837,0.88,75,0.705,0.138
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,36,4,1,2,1801,940,861,3797,0.594,74,0.721,0.522
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6,3,8787,1087,7700,4537,0.974,75,1.273,0.124
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1,3,27436,642,26794,4051,0.705,81,0.761,0.023
788997408,Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,1917,278,4205,0.535,65,0.625,0.873
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,34,5,3,2,13734,568,13166,4283,0.719,67,0.861,0.041
771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,3,2731,1868,863,3915,0.533,66,0.65,0.684
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453,1534,919,4185,0.785,66,0.784,0.625
720778458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,3,3,7451,1542,5909,4960,0.684,97,0.565,0.207
713019783,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,850,4081,0.863,72,0.8,0.679
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516,825,33691,2022,0.616,52,0.733,0.024
709747308,Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,4575,1344,3231,4726,0.46,64,0.561,0.294
801366783,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,45,3,3,2,4860,1772,3088,4329,0.561,80,0.86,0.365
798786333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4,2,1438.3,510,928.3,3399,0.711,66,0.784,0.355
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690,0,1690,2645,0.69,60,0.622,0
715117008,Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,4596,0.677,82,0.745,0
713944833,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,24512,766,23746,4561,0.509,78,0.368,0.031
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,2086,0.586,47,0.621,0.891
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430,0,21430,3561,0.511,57,0.676,0
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,3,34516,1915,32601,3828,0.625,65,1.321,0.055
709736658,Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,27,6,3,2,1438.3,759,679.3,4446,0.858,86,0.72,0.528
710929233,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,3,2800,1559,1241,4253,0.598,83,0.694,0.557
714290583,Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,3117,1400,1717,4391,0.913,85,0.809,0.449
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,3,2558,2016,542,3792,0.806,78,0.5,0.788
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061,0,10061,2802,0.787,52,0.529,0
720008133,Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,36,4,1,3,3416,727,2689,4121,0.58,83,0.729,0.213
710476908,Existing Customer,39,F,3,Graduate,Married,Unknown,Blue,28,3,3,3,9371,1066,8305,4754,0.89,78,0.857,0.114
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,2,3147,2453,694,4465,0.744,82,0.952,0.779
788864508,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,37,4,2,2,1554,926,628,4997,0.785,79,0.927,0.596
714010383,Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,1895,0.531,42,0.4,0
719549508,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,40,4,2,2,2712,1686,1026,4678,0.791,74,0.644,0.622
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue,51,6,1,0,1438.3,0,1438.3,4817,0.715,81,0.688,0
718211208,Existing Customer,39,M,3,High School,Married,$120K +,Blue,36,6,3,2,3281,1682,1599,4109,0.577,69,0.5,0.513
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,2500,0.763,44,0.517,0
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3,3,2469,1826,643,3837,0.666,74,0.721,0.74
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497,0,3497,4345,0.696,72,0.756,0
719531133,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,38,4,2,3,2505,0,2505,4384,0.8,80,0.86,0
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,1913,850,4136,0.598,69,0.568,0.692
721287183,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2081,0,2081,4863,1.004,87,0.706,0
711144183,Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue,45,1,3,1,2815,1848,967,2618,0.563,29,0.45,0.656
709080783,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,38,4,1,3,1737,0,1737,4723,0.953,78,0.625,0
710520408,Existing Customer,52,F,4,High School,Single,Unknown,Blue,36,5,3,3,9078,1194,7884,4458,0.745,87,0.812,0.132
785262333,Attrited Customer,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,40,5,4,3,6185,1960,4225,2225,0.669,45,0.875,0.317
716513358,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,5,3,3,2069,1802,267,4402,0.651,91,0.75,0.871
719073483,Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,9234,2586,0.629,44,0.257,0
715372083,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,3,2684,0,2684,4796,0.66,85,0.635,0
780034083,Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,38,3,2,2,2151,0,2151,4604,0.763,86,0.72,0
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,37,4,3,3,2749,1380,1369,3882,0.937,90,0.765,0.502
710013258,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,31,3,2,2,1980,823,1157,4467,0.861,69,0.683,0.416
719084358,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,4232,2312,0.878,37,0.609,0
789173958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,4,1,2,1438.3,877,561.3,4283,0.743,76,0.617,0.61
789575583,Existing Customer,43,F,2,Uneducated,Unknown,Unknown,Blue,36,5,1,0,6931,1380,5551,4437,0.795,64,0.882,0.199
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302,2517,785,2682,0.705,47,0.516,0.762
808675083,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,56,5,3,2,4235,1675,2560,3862,1.079,76,0.949,0.396
710864358,Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue,45,6,6,2,6501,0,6501,5074,0.651,81,0.688,0
712574583,Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,21,6,1,3,6376,1322,5054,5192,0.709,70,0.628,0.207
708412758,Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,1457,0,1457,2200,0.677,45,0.364,0
714389058,Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue,36,3,3,2,5576,0,5576,4322,0.686,85,0.809,0
715767033,Existing Customer,56,F,3,College,Single,Unknown,Blue,36,5,1,3,1438.3,0,1438.3,4919,0.76,83,0.627,0
779281233,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,27,4,3,3,2478,1748,730,4353,0.643,80,0.667,0.705
